Rank,Country,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Year
62,Brazil,113.5,37.2,34.9,59.0,30.2,16.3,40.7,52.5,96.9,2024/2
63,Azerbaijan,112.5,37.2,68.6,48.3,31.2,14.8,39.9,72.7,91.4,2024/2
64,Morocco,111.9,38.6,52.4,46.5,29.5,14.6,35.3,68.7,98.1,2024/2
65,Russia,111.2,50.6,61.1,61.1,31.0,16.0,43.3,59.3,48.9,2024/2
66,Ukraine,110.7,39.5,53.2,55.6,25.9,15.3,37.9,62.1,72.9,2024/2
67,Colombia,106.5,33.7,39.0,68.2,28.8,18.4,47.2,62.6,98.4,2024/2
68,Kenya,106.4,34.2,44.1,61.5,30.2,12.8,50.6,69.0,99.8,2024/2
69,Pakistan,104.5,29.1,56.6,59.1,18.8,13.3,38.2,73.2,71.9,2024/2
70,Albania,103.5,39.9,54.6,49.0,42.1,14.1,36.7,77.2,86.4,2024/2
71,Chile,103.3,45.1,39.9,63.3,39.1,16.4,36.0,77.6,90.2,2024/2
72,Kazakhstan,102.0,44.7,54.4,60.1,31.7,10.6,35.6,73.2,39.8,2024/2
73,Indonesia,98.6,31.7,54.0,60.8,26.7,17.3,43.2,67.6,63.8,2024/2
74,Thailand,98.4,40.8,62.2,77.2,34.1,26.1,38.8,75.7,58.4,2024/2
75,Vietnam,97.2,40.5,58.2,61.4,28.7,22.6,29.6,84.2,71.2,2024/2
76,Philippines,90.8,33.3,57.0,67.1,31.0,25.8,42.0,72.6,61.2,2024/2
77,Lebanon,86.5,25.4,53.4,63.7,41.8,24.3,38.7,89.4,94.7,2024/2
78,Egypt,86.0,20.0,52.7,47.5,21.0,15.5,48.1,82.7,88.5,2024/2
79,Peru,84.6,34.8,32.7,56.3,30.0,18.3,48.9,82.5,97.7,2024/2
80,Iran,80.4,26.0,49.7,52.5,26.4,23.4,46.4,75.3,71.0,2024/2
81,Sri Lanka,75.2,17.5,57.9,71.0,34.6,39.1,54.6,58.5,59.1,2024/2
82,Bangladesh,72.6,33.1,38.4,42.2,22.5,12.3,57.6,85.6,71.3,2024/2
83,Nigeria,42.7,11.0,33.3,48.2,31.4,23.9,64.2,88.2,60.8,2024/2
